rubbish -->,http://www.sec.gov/xxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,132,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,1000634,0.0025,,,1000634,Group 1,3500008982,2,1,0,170,7,,,,,,1,0,0,,170,,,0,,20120531,1140000,0.03375,360,360,20120701,170,1,0,0,,1104873.76,0.03375,5039.9,20130101,0,39,170,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,170,0.08375,0.0225,,,,,,,,,170,,,,,,,,0,,51,170,5,,0,,8,,0,1,20120928,,170,,,,,,790,758,,2,,170,,,,,,,,0,,,170,18750,0,7212,0,25962,25962,1,5,,3,170,,4,,128761.03,8079.63,0.418819,,,100,170,IRVINE,CA,92620,7,1,1500000,1425000,3,20120309,170,,,,,,,,0.8,0.8,0,0,0,170,,,,,,,,,,,170,,,,,,,,,,8,170,,0,20420601,18750,0,0,0,170,0,0,Full,Two Years,Two Months
,171,1000634,0.0025,,,1000634,Group 1,3500008984,2,1,0,171,7,,,,,,1,0,0,,171,,,0,,20120817,1230000,0.035,360,360,20121001,171,1,0,0,,516080.18,0.035,5523.25,20130101,0,39,171,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,171,0.085,0.0225,,,,,,,,,171,,,,,,,,0,,110,171,1,,1,,12,,0,1,20120928,,171,,,,,,768,754,,2,,171,,,,,,,,0,,,171,19257,0,0,0,19257,19257,1,5,,3,171,,4,,218504.26,10369.7,0.492858,,,100,171,IRVINE,CA,92620,7,1,2050000,2200000,3,20120621,171,,,,,,,,0.6,0.6,0,0,0,171,,,,,,,,,,,171,,,,,,,,,,12,171,,0,20420901,13000,0,0,0,171,0,0,Full,Two Years,Two Months
,172,1000634,0.0025,,,1000634,Group 1,3500008985,2,1,0,172,9,,,,,,2,0,0,,172,,,0,,20120821,684000,0.03875,360,360,20121001,172,1,0,0,,678088.66,0.03875,3216.42,20130101,0,39,172,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,172,0.08875,0.0225,,,,,,,,,172,,,,,,,,0,,165,172,1,,0,,7,2,1,1,20120928,,172,,,,,,781,767,,2,,172,,,,,,,,0,,,172,13821,12917,0,0,26738,26738,1,5,,3,172,,4,,150839.06,6944.66,0.245951,,,0,172,IRVINE,CA,92606,7,1,,855000,3,20120719,172,,,,,,,,0.8,0.8,0,0,0,172,,,,,,,,,,,172,,,,,,,,,,10,172,16,0,20420901,13820.84,0,0,12916.66,172,0,0,Full,Two Years,Two Months
,173,1000634,0.0025,,,1000634,Group 1,3500008987,2,1,0,173,6,,,,,,5,0,0,,173,,,0,,20120817,737600,0.03625,360,360,20121001,173,1,0,0,,733036.72,0.03625,3363.83,20130101,0,39,173,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,173,0.08625,0.0225,,,,,,,,,173,,,,,,,,0,,520,173,1,,0,,4,,0,1,20120928,,173,,,,,,745,703,,2,,173,,,,,,,,0,,,173,15000,0,0,0,15000,15000,1,5,,3,173,,4,,214475.83,4657.8,0.282183,,,100,173,IRVINE,CA,92603,1,1,922000,922000,3,20120705,173,,,,,,,,0.8,0.8,0,0,0,173,,,,,,,,,,,173,,,,,,,,,,8,173,,0,20420901,15000.31,0,0,0,173,0,0,Full,Two Years,Two Months
,174,1000634,0.0025,,,1000634,Group 1,3500008988,2,1,0,174,9,,,,,,1,0,0,,174,,,0,,20120815,999800,0.0375,360,360,20121001,174,1,120,0,,999499.39,0.0375,3123.44,20130101,0,39,174,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,174,0.0875,0.0225,,,,,,,,,174,,,,,,,,0,,84,174,1,,0,,2.6,,11,1,20120928,,174,,,,,,798,794,,2,,174,,,,,,,,0,,,174,20332,0,0,0,20332,20332,1,5,,3,174,,4,,213238.17,7433.79,0.266668,,,0,174,Palm Springs,CA,92262,1,1,,1400000,3,20120716,174,,,,,,,,0.7141,0.7141,0,0,0,174,,,,,,,,,,,174,,,,,,,,,,15,174,,0,20420901,17484.68,2847.04,0,0,174,0,0,Full,Two Years,Two Months
,175,1000634,0.0025,,,1000634,Group 1,3500008989,2,1,0,175,9,,,,,,2,0,0,,175,,,0,,20120823,534000,0.04125,360,360,20121001,175,1,120,0,,534000,0.04125,1835.63,20130101,0,39,175,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,175,0.09125,0.0225,,,,,,,,,175,,,,,,,,0,,434,175,1,,0,,,,25,1,20120928,,175,,,,,,772,793,,2,,175,,,,,,,,0,,,175,8472,0,8472,0,8472,16944,1,5,,3,175,,4,,445468.02,5922.1,0.292668,,,0,175,SAN DIEGO,CA,92131,1,1,,1000000,3,20120706,175,,,,,,,,0.534,0.534,0,0,0,175,,,,,,,,,,,175,,,,,,,,,,,175,,0,20420901,0,0,0,0,175,0,0,Full,Two Years,Two Months
,176,1000634,0.0025,,,1000634,Group 1,3500008991,2,1,0,176,3,,,,,,1,0,0,,176,,,0,,20120824,1500000,0.03625,360,360,20121001,176,1,120,0,,1483544.14,0.03625,4481.49,20130101,0,39,176,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,176,0.08625,0.0225,,,,,,,,,176,,,,,,,,0,,83,176,1,,0,,5.4,,2.4,1,20120928,,176,,,,,,768,708,,2,,176,,,,,,,,0,,,176,64281,0,0,0,64281,64281,1,5,,3,176,,4,,928973.82,12381.81,0.158408,,,0,176,SAN DIEGO,CA,92131,1,1,,2600000,3,20120719,176,,,,,,,,0.5769,0.5769,0,0,0,176,,,,,,,,,,,176,,,,,,,,,,15,176,,0,20420901,10416.66,0,53864,0,176,0,0,Full,Two Years,Two Months
,177,1000634,0.0025,,,1000634,Group 1,3500008993,2,1,0,177,9,,,,,,1,0,0,,177,,,155400,,20120808,660000,0.035,360,360,20121001,177,1,120,0,,655261.21,0.035,1911.17,20130101,0,39,177,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,177,0.085,0.0225,,,,,,,,,177,,,,,,,,0,,488,177,1,,0,,11.2,,7,1,20120928,,177,,,,,,779,725,,2,,177,,,,,,,,0,,,177,19095,0,0,0,19095,19095,1,5,,3,177,,4,,327640.66,5054.45,0.236822,,,0,177,SAN DIEGO,CA,92130,1,1,,1095000,3,20120618,177,,,,,,,,0.7446,0.6027,0,0,0,177,,,,,,,,,,,177,,,,,,,,,,11.2,177,,155400,20420901,19095,0,0,0,177,0,0,Full,Two Years,Two Months
,178,1000634,0.0025,,,1000634,Group 1,3500008997,2,1,0,178,9,,,,,,1,0,0,,178,,,0,,20120810,897500,0.03375,360,360,20121001,178,1,0,0,,891604.12,0.03375,3967.81,20130101,0,39,178,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,178,0.08375,0.0225,,,,,,,,,178,,,,,,,,0,,86,178,2,,1,,8.5,,7,1,20120928,,178,,,,,,799,819,,2,,178,,,,,,,,0,,,178,31286,0,0,0,31286,31286,1,5,,3,178,,4,,227108.19,9695.53,0.324561,,,0,178,SAN DIEGO,CA,92130,1,1,,1485000,3,20120711,178,,,,,,,,0.6043,0.6043,0,0,0,178,,,,,,,,,,,178,,,,,,,,,,19,178,,0,20420901,31285.87,0,0,0,178,0,0,Full,Two Years,Two Months
,179,1000634,0.0025,,,1000634,Group 1,3500008999,2,1,0,179,9,,,,,,2,0,0,,179,,,0,,20120810,619000,0.0375,360,360,20121001,179,1,0,0,,615253.23,0.0375,2866.69,20130101,0,39,179,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,179,0.0875,0.0225,,,,,,,,,179,,,,,,,,0,,333,179,1,,0,,1.5,,9,1,20120928,,179,,,,,,763,747,,2,,179,,,,,,,,0,,,179,15417,0,0,0,15417,15417,1,5,,3,179,,4,,287624.1,3967.56,0.257343,,,0,179,SAN DIEGO,CA,92130,1,1,,875000,3,20120713,179,,,,,,,,0.7074,0.7074,0,0,0,179,,,,,,,,,,,179,,,,,,,,,,20,179,NA,0,20420901,15416.67,0,0,0,179,0,0,Full,Two Years,Two Months
,180,1000634,0.0025,,,1000634,Group 1,3500009002,2,1,0,180,7,,,,,,5,0,0,,180,,,0,,20120813,580000,0.03625,360,360,20121001,180,1,0,0,,576411.72,0.03625,2645.1,20130101,0,39,180,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,180,0.08625,0.0225,,,,,,,,,180,,,,,,,,0,,17,180,2,,0,,1,,0,1,20120928,,180,,,,,,704,691,,2,,180,,,,,,,,0,,,180,16724,0,0,0,16724,16724,1,5,,3,180,,4,,328666.89,8335.58,0.306429,,,100,180,SAN DIEGO,CA,92130,1,1,725000,735000,3,20120717,180,,,,,,,,0.8,0.8,0,0,0,180,,,,,,,,,,,180,,,,,,,,,,14,180,,0,20420901,12500,4224,0,0,180,0,0,Full,Two Years,Two Months
,181,1000634,0.0025,,,1000634,Group 1,3500009003,2,1,0,181,7,,,,,,2,4,0,,181,,,0,,20120817,899000,0.03875,360,360,20121001,181,1,0,0,,893676.64,0.03875,4227.43,20130101,0,39,181,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,181,0.08875,0.0225,,,,,,,,,181,,,,,,,,0,,292,181,4,,1,,8,,0,1,20120928,,181,,,,,,732,704,,2,,181,,,,,,,,0,,,181,546606,0,483356,0,546606,1029962,1,5,,3,181,,4,,427882.62,55205.96,0.263759,,,100,181,San Diego,CA,92130,1,1,1123750,1200000,3,20120612,181,,,,,,,,0.8,0.8,0,0,0,181,,,,,,,,,,,181,,,,,,,,,,8,181,,0,20420901,63250,0,0,0,181,0,0,Full,Two Years,Two Months
,182,1000634,0.0025,,,1000634,Group 1,3500009004,2,1,0,182,9,,,,,,2,0,0,,182,,,0,,20120806,2800000,0.04,360,360,20121001,182,1,0,0,,2783781.94,0.04,13367.63,20130101,0,39,182,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,182,0.09,0.0225,,,,,,,,,182,,,,,,,,0,,259,182,5,,1,,22,,14,1,20120928,,182,,,,,,699,694,,2,,182,,,,,,,,0,,,182,78618,0,78618,0,78618,157236,1,5,,3,182,,4,,7743940.99,51802.97,0.331972,,,0,182,San Diego,CA,92127,1,1,,5000000,3,20120711,182,,,,,,,,0.56,0.56,0,0,0,182,,,,,,,,,,,182,,,,,,,,,,22,182,,0,20420901,78618,0,0,0,182,0,0,Full,Two Years,Two Months
,183,1000634,0.0025,,,1000634,Group 1,3500009006,2,1,0,183,9,,,,,,5,0,0,,183,,,0,,20120816,653350,0.0375,360,360,20121001,183,1,0,0,,649395.3,0.0375,3025.77,20130101,0,39,183,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,183,0.0875,0.0225,,,,,,,,,183,,,,,,,,0,,245,183,2,,1,,14,,1,1,20120928,,183,,,,,,795,798,,2,,183,,,,,,,,0,,,183,29314,0,0,0,29314,29314,1,5,,3,183,,4,,359404,6320.68,0.178228,,,0,183,SAN DIEGO,CA,92107,1,1,,880000,3,20120626,183,,,,,,,,0.7424,0.7424,0,0,0,183,,,,,,,,,,,183,,,,,,,,,,17,183,,0,20420901,29314,0,0,0,183,0,0,Full,Two Years,Two Months
,184,1000634,0.0025,,,1000634,Group 1,3500009007,1,1,0,184,9,,,,,,1,4,0,,184,,,0,,20120829,790000,0.02875,120,120,20121001,184,1,0,0,,767157.71,0.02875,7582.8,20130101,0,,184,,,,,,,,,,,184,,,,,,,,,,,184,,,,,,,,0,,505,184,1,,0,,5.6,,13.5,1,20120928,,184,,,,,,801,799,,2,,184,,,,,,,,0,,,184,22354,0,0,0,22354,22354,1,5,,3,184,,4,,100178.15,8514.64,0.380903,,,0,184,SAN DIEGO,CA,92103,1,1,,1150000,3,20120728,184,,,,,,,,0.6869,0.6869,0,0,0,184,,,,,,,,,,,184,,,,,,,,,,5,184,,0,20220901,22354,0,0,0,184,0,0,Full,Two Years,Two Months
,185,1000634,0.0025,,,1000634,Group 1,3500009010,1,1,0,185,9,,,,,,1,0,0,,185,,,0,,20120830,875000,0.0325,180,180,20121001,185,1,0,0,,859824.26,0.0325,6148.35,20130101,0,,185,,,,,,,,,,,185,,,,,,,,,,,185,,,,,,,,0,,433,185,1,,0,,9.1,0.9,5,1,20120928,,185,,,,,,759,754,,2,,185,,,,,,,,0,,,185,14045,18665,0,0,32710,32710,1,5,,3,185,,4,,659742.97,7696.66,0.235255,,,0,185,LA JOLLA,CA,92037,7,1,,1350000,3,20120726,185,,,,,,,,0.6481,0.6481,0,0,0,185,,,,,,,,,,,185,,,,,,,,,,9,185,8,0,20270901,0,0,0,0,185,0,0,Full,Two Years,Two Months
,186,1000634,0.0025,,,1000634,Group 1,3500009013,1,1,0,186,9,,,,,,1,4,0,,186,,,0,,20120827,592000,0.035,180,180,20121001,186,1,0,0,,579820.32,0.035,4232.1,20130101,0,,186,,,,,,,,,,,186,,,,,,,,,,,186,,,,,,,,0,,70,186,1,,1,,3.9,,3,1,20120928,,186,,,,,,673,760,,2,,186,,,,,,,,0,,,186,36462,0,0,0,36462,36462,1,5,,3,186,,4,,80277,7309.54,0.200467,,,0,186,LA JOLLA,CA,92037,7,1,,800000,3,20120719,186,,,,,,,,0.74,0.74,0,0,0,186,,,,,,,,,,,186,,,,,,,,,,10,186,,0,20270901,36462,0,0,0,186,0,0,Full,Two Years,Two Months
,187,1000634,0.0025,,,1000634,Group 1,3500009014,1,1,0,187,9,,,,,,1,0,0,,187,,,0,,20120912,583000,0.03625,180,180,20121101,187,1,0,0,,575650.37,0.03625,4203.64,20130101,0,,187,,,,,,,,,,,187,,,,,,,,,,,187,,,,,,,,0,,244,187,1,,0,,10.7,,2,1,20120928,,187,,,,,,761,760,,2,,187,,,,,,,,0,,,187,53137,0,0,0,53137,53137,1,5,,3,187,,4,,68060.26,5451.86,0.10261,,,0,187,La Jolla,CA,92037,1,1,,1100000,3,20120625,187,,,,,,,,0.53,0.53,0,0,0,187,,,,,,,,,,,187,,,,,,,,,,10.7,187,,0,20271001,53136.73,0,0,0,187,0,0,Full,Two Years,Two Months
,188,1000634,0.0025,,,1000634,Group 1,3500009015,1,1,0,188,9,,,,,,1,0,0,,188,,,0,,20120905,533000,0.0325,180,180,20121101,188,1,0,0,,526076.25,0.0325,3745.22,20130101,0,,188,,,,,,,,,,,188,,,,,,,,,,,188,,,,,,,,0,,141,188,2,,1,,17.7,17.7,8.6,1,20120928,,188,,,,,,777,774,,2,,188,,,,,,,,0,,,188,17467,1850,0,0,19317,19317,1,5,,3,188,,4,,415270.47,7325.01,0.294159,,,0,188,LA JOLLA,CA,92037,1,1,,980000,3,20120814,188,,,,,,,,0.5438,0.5438,0,0,0,188,,,,,,,,,,,188,,,,,,,,,,17.7,188,17.7,0,20271001,17466.79,0,0,0,188,0,0,Full,Two Years,Two Months
,189,1000634,0.0025,,,1000634,Group 1,3500009016,1,1,0,189,9,,,,,,1,0,0,,189,,,0,,20120822,660000,0.035,180,180,20121001,189,1,0,0,,643794.38,0.035,4718.22,20130101,0,,189,,,,,,,,,,,189,,,,,,,,,,,189,,,,,,,,0,,309,189,1,,0,,7.6,,7,1,20120928,,189,,,,,,778,786,,2,,189,,,,,,,,0,,,189,24263,0,0,0,24263,24263,1,5,,3,189,,4,,233775.62,5844.96,0.236866,,,0,189,LA JOLLA,CA,92037,1,1,,950000,3,20120712,189,,,,,,,,0.6947,0.6947,0,0,0,189,,,,,,,,,,,189,,,,,,,,,,22,189,,0,20270901,24262.82,0,0,0,189,0,0,Full,Two Years,Two Months
,190,1000634,0.0025,,,1000634,Group 1,3500009018,1,1,0,190,9,,,,,,1,4,0,,190,,,144000,,20120820,539000,0.03625,180,180,20121001,190,1,0,0,,529926.35,0.03625,3886.39,20130101,0,,190,,,,,,,,,,,190,,,,,,,,,,,190,,,,,,,,0,,118,190,1,,0,,4.4,,3,1,20120928,,190,,,,,,793,794,,2,,190,,,,,,,,0,,,190,28000,0,0,0,28000,28000,1,5,,3,190,,4,,600794,5359.2,0.192206,,,0,190,EL CAJON,CA,92021,1,1,,810000,3,20120618,190,,,,,,,,0.8432,0.6654,0,0,0,190,,,,,,,,,,,190,,,,,,,,,,4.4,190,,144000,20270901,28000,0,0,0,190,0,0,Full,Two Years,Two Months
,191,1000634,0.0025,,,1000634,Group 1,3500009019,1,1,0,191,9,,,,,,1,0,0,,191,,,0,,20120830,545500,0.03375,180,180,20121001,191,1,0,0,,536132.29,0.03375,3866.29,20130101,0,,191,,,,,,,,,,,191,,,,,,,,,,,191,,,,,,,,0,,482,191,1,,0,,,28.7,6.5,1,20120928,,191,,,,,,773,762,,2,,191,,,,,,,,0,,,191,0,18756,0,0,18756,18756,0,5,,3,191,,4,,324286.56,6438.93,0.337643,,,0,191,Del Mar,CA,92014,7,1,,735000,3,20120730,191,,,,,,,,0.7421,0.7421,0,0,0,191,,,,,,,,,,,191,,,,,,,,,,,191,28.7,0,20270901,0,0,0,18755.91,191,0,0,Full,Two Years,Two Months
,192,1002338,0.0025,,,1002338,Group 1,3500010601,2,1,0,192,9,,,,,,1,0,0,,192,,,0,,20111221,2325000,0.0295,360,360,20120201,192,1,120,0,,2325000,0.0295,5715.63,20130101,0,35,192,15,0.01625,3,0.00125,60,0.05,0.05,1,0,0,192,0.0795,0.027,,,,,,,,,192,,,,,,99,99,48,,96,192,2,,0,,19,,20,1,20121212,,192,,,,,,778,800,,3,,192,,,,,,,,0,,,192,29166.67,0,27083.34,0,29166.67,56250.01,0,5,,2,192,,4,,1068689.22,21375,0.38,,,,192,CARDIFF BY THE SEA,CA,92007,1,2,,3400000,3,20111119,192,,,,,,,,0.6838,0.6838,0,0,0,192,,,,,,,,,,,192,,,,,,,,,,36,192,,0,20420101,29167,27083,0,0,192,0,0,Full,Two Years,Two Months
,193,1002338,0.0025,,,1002338,Group 1,3500010602,2,1,0,193,9,,,,,,1,0,0,,193,,,0,,20110920,997000,0.0405,360,360,20111101,193,1,120,0,,997000,0.0405,3364.88,20130101,0,35,193,45,0.01625,3,0.00125,120,0.05,0.05,1,0,0,193,0.0905,0.029,,,,,,,,,193,,,,,,99,99,60,,416,193,1,,0,,0.6,7,2,1,20121212,,193,,,,,,790,778,,3,,193,,,,,,,,0,,,193,10417,0,683,751,10417,11850.58,0,5,,2,193,,4,,271567,4740.23,0.4,,,,193,Rancho Cucamonga,CA,91737,1,1,,1400000,3,20110830,193,,,,,,,,0.7121,0.7121,0,0,0,193,,,,,,,,,,,193,,,,,,,,,,19,193,7,0,20411001,10417,0,0,0,193,0,0,Full,Two Years,Two Months
,194,1000200,0.00375,,,1000200,Group 1,3500010604,2,1,0,194,7,,,,,,1,4,0,,194,,,500000,,20111215,1100000,0.0425,360,360,20120201,194,1,120,0,,1100000,0.0425,3895.83,20130101,0,39,194,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,194,0.0925,0.0225,,,,,,,,,194,,,,,,,,0,,500,194,2,,0,,6.29,,0,1,20121212,,194,,,,,,738,729,,3,,194,,,,,,,,0,,,194,20833.34,0,6458.33,0,20833.34,27291.67,0,5,,3,194,,4,,668674.86,8883.44,0.3255,,,70,194,RANCHO CUCAMONGA,CA,91737,7,1,2750000,2800000,3,20111024,194,,,,,,,,0.5818,0.4,0,0,0,194,,,,,,,,,,,194,,,,,,,,,,6.29,194,,500000,20420101,20833.34,6458.33,0,0,194,0,0,Full,Two Years,Two Months
,195,1002338,0.0025,,,1002338,Group 1,3500010605,2,1,0,195,6,,,,,,1,0,0,,195,,,450000,,20110621,1900000,0.043,360,360,20110801,195,1,120,0,,1900000,0.043,6808.33,20130101,0,35,195,45,0.01625,3,0.00125,120,0.05,0.05,1,0,0,195,0.093,0.029,,,,,,,,,195,,,,,,99,99,60,,368,195,1,,0,,5,,0,1,20121212,,195,,,,,,771,722,,3,,195,,,,,,,,0,,,195,0,0,67866.74,0,0,67866.74,0,5,,2,195,,4,,2698358,15609.35,0.23,,,100,195,Santa Clarita,CA,91390,4,1,3450000,3450000,3,20110429,195,,,,,,,,0.6811,0.5507,0,0,0,195,,,,,,,,,,,195,,,,,,,,,,5,195,,450000,20410701,0,0,0,0,195,0,0,Full,Two Years,Two Months
,196,1002338,0.0025,,,1002338,Group 1,3500010606,2,1,0,196,6,,,,,,1,0,0,,196,,,0,,20110727,1360000,0.0435,360,360,20110901,196,1,120,0,,1360000,0.0435,4930,20130101,0,35,196,45,0.01625,3,0.00125,120,0.05,0.05,1,0,0,196,0.0935,0.029,,,,,,,,,196,,,,,,99,99,60,,15,196,1,,0,,8,,0,1,20121212,,196,,,,,,791,682,,3,,196,,,,,,,,0,,,196,11875,0,15000,0,11875,26875,0,5,,2,196,,4,,680629,7256.25,0.27,,,100,196,WOODLAND HILLS,CA,91367,13,1,1699999,1700000,3,20110601,196,,,,,,,,0.8,0.8,0,0,0,196,,,,,,,,,,,196,,,,,,,,,,13,196,,0,20410801,11875,15000,0,0,196,0,0,Full,Two Years,Two Months
,197,1000200,0.00375,,,1000200,Group 1,3500010607,2,1,0,197,6,,,,,,1,4,0,,197,,,0,,20111123,520000,0.04375,360,360,20120101,197,1,0,0,,510692.17,0.04375,2596.28,20130101,0,39,197,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,197,0.09375,0.0225,,,,,,,,,197,,,,,,,,0,,148,197,1,,0,,12.18,,0,1,20121212,,197,,,,,,745,739,,3,,197,,,,,,,,0,,,197,15831.76,0,0,0,15831.76,15831.76,0,5,,3,197,,4,,286666.96,3484.57,0.2201,,,100,197,THOUSAND OAKS,CA,91361,1,1,650000,652000,3,20111107,197,,,,,,,,0.8,0.8,0,0,0,197,,,,,,,,,,,197,,,,,,,,,,12.18,197,,0,20411201,15831.76,0,0,0,197,0,0,Full,Two Years,Two Months
,198,1000200,0.00375,,,1000200,Group 1,3500010608,2,1,0,198,7,,,,,,1,4,0,,198,,,0,,20111229,540000,0.045,360,360,20120201,198,1,0,0,,531238.04,0.045,2736.1,20130101,0,39,198,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,198,0.095,0.0225,,,,,,,,,198,,,,,,,,0,,52,198,2,,0,,2.3,,0,1,20121212,,198,,,,,,781,792,,3,,198,,,,,,,,0,,,198,23403.93,0,0,0,23403.93,23403.93,0,5,,3,198,,4,,351738.39,8502.65,0.3633,,,100,198,Glendale,CA,91202,1,1,675000,675000,3,20110907,198,,,,,,,,0.8,0.8,0,0,0,198,,,,,,,,,,,198,,,,,,,,,,8,198,,0,20420101,23403.93,0,0,0,198,0,0,Full,Two Years,Two Months
,199,1000200,0.00375,,,1000200,Group 1,3500010609,2,1,0,199,7,,,,,,1,4,0,,199,,,0,,20110801,1417500,0.04625,360,360,20111001,199,1,0,0,,1372651.61,0.04625,7287.93,20130101,0,39,199,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,199,0.09625,0.0225,,,,,,,,,199,,,,,,,,0,,103,199,2,,0,,2.1,,0,1,20121212,,199,,,,,,767,790,,3,,199,,,,,,,,0,,,199,21785.71,0,16642.06,0,21785.71,38427.77,0,5,,3,199,,4,,916337.63,14775.48,0.3845,,,100,199,PASADENA,CA,91103,1,1,1890000,1890000,3,20110429,199,,,,,,,,0.75,0.75,0,0,0,199,,,,,,,,,,,199,,,,,,,,,,2.1,199,,0,20410901,21785.71,16642.06,0,0,199,0,0,Full,Two Years,Two Months
,200,1000200,0.00375,,,1000200,Group 1,3500010610,2,1,0,200,9,,,,,,1,0,0,,200,,,0,,20111118,518932,0.04625,360,360,20120101,200,1,120,0,,488502.88,0.04625,1882.77,20130101,0,39,200,45,0.0225,3,0.00125,120,0.05,0.05,12,0.02,0.02,200,0.09625,0.0225,,,,,,,,,200,,,,,,,,0,,293,200,1,,0,,1.09,0,9.63,1,20121212,,200,,,,,,788,706,,3,,200,,,,,,,,0,,,200,17813,0,3263,0,17813,21076,0,5,,3,200,,4,,1020355.8,5808.55,0.2756,,,,200,La Canada Flintridge,CA,91011,1,2,,1230000,3,20110907,200,,,,,,,,0.4218,0.4218,0,0,0,200,,,,,,,,,,,200,,,,,,,,,,48,200,0,0,20411201,17813,0,0,0,200,0,0,Full,Two Years,Two Months
,201,1000383,0.0025,,,1000536,Group 1,3500010633,2,1,0,201,9,,,,,,1,4,0,,201,,,250000,,20120926,785000,0.02875,360,360,20121101,201,1,0,0,,780861.56,0.02875,3256.91,20130101,0,39,201,45,0.0225,3,0.00125,60,0.05,0.05,12,0.02,0.02,201,0.07875,0.0225,,,,,,,,,201,,,,,,,,0,,322,201,1,,0,,3.1,0,2.92,1,,,201,,,,,,809,,,,,201,,,,,,,,0,,,201,20333.92,0,8246,0,20333.92,28579.92,1,5,,3,201,,4,,139193.5,8297.27,0.290318,,,,201,LONG BEACH,CA,90803,1,1,,1730000,3,20120828,201,,,,,,,,0.5982,0.4537,0,0,0,201,,,,,,,,,,,201,,,,,,,,,,20,201,0,250000,20421001,20333.92,8246,0,0,201,0,0,Full,Two Years,Two Months
,202,1000383,0.0025,,,9999999,Group 1,3500010635,2,1,0,202,9,,,,,,1,0,0,,202,,,0,,20120529,1020000,0.03375,360,360,20120701,202,1,0,0,,1010086.69,0.03375,4509.38,20130101,0,39,202,45,0.0225,3,0.00125,84,0.05,0.05,12,0.02,0.02,202,0.08375,0.0225,,,,,,,,,202,,,,,,,,0,,376,202,2,,0,,22.9,0,9,1,20121212,,202,,,,,,798,770,,3,,202,,,,,,,,0,,,202,20557,0,-1320,0,20557,19237,1,5,,3,202,,4,,142195.04,7316.06,0.380312,,,,202,LOS ALAMITOS,CA,90720,1,1,,1500000,3,20120326,202,,,,,,,,0.68,0.68,0,0,0,202,,,,,,,,,,,202,,,,,,,,,,22.9,202,0,0,20420601,20557,0,0,0,202,0,0,Full,Two Years,Two Months
,203,1000383,0.0025,,,1000536,Group 1,3500010636,2,1,0,203,7,,,,,,1,0,0,,203,,,0,,20120503,650000,0.03375,360,360,20120701,203,1,0,0,,318320.87,0.03375,2873.63,20130101,0,39,203,45,0.0225,3,0.00125,60,0.05,0.05,12,0.02,0.02,203,0.08375,0.0225,,,,,,,,,203,,,,,,,,0,,279,203,1,,0,,1.6,0,0,1,20121218,,203,,,,,,807,790,,3,,203,,,,,,,,0,,,203,30667,0,0,0,30667,30667,1,5,,3,203,,4,,109494.57,6024.96,0.196464,,,100,203,TORRANCE,CA,90503,1,1,985000,995000,3,20120418,203,,,,,,,,0.6598,0.6598,0,0,0,203,,,,,,,,,,,203,,,,,,,,,,17,203,0,0,20420601,30667,0,0,0,203,0,0,Full,Two Years,Two Months
